fold,population,householdsize,racepctblack,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,PctIlleg,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
2,-0.328824234,0.62,0.03,0.37,0.031834893,0.9247712,0.1,0.48,1,0.58,0.49,0.31,0.18,0.21,0.13,0.12,0.05,0.16,0.02,0.72,0.31,0.27,0.42,0.34,0.39,0.24,0.7,0.34,0.43,0.18,0.98,0.12,0.29,0.4,0.22,0.46,0.05,0.57,0.488688348,0.01,0.75,0.41,0.09,0.7,0.07,0.07,0.08,0.12,0.15,0.14,0.12,0.88,0.23,0.28,0.072822397,-0.009977971,0.04,0.61,0.26,0.21,0.21,0.243872174,0.030633417,0.215254922,0.355712476,0.113107356,0.606197064,0.045552652,0.445242564,0.169564056,-0.152425562,0.221197713,0.084119588,0.641557083,0.161218263,0.2,0.384833648,0.119852223,0.074817513,0.697662436,0.789152369,0.525747039,0.348316064,0.05
2,0.01,0.32,0.02,0.58,0.021519084,0.980167924,0.25,0.43,0.16,0.5,0.61,0.61,0.55,0.32,0.29,0.28,0.17,0.87,0.02,0.31,0.21,0.33,0.28,0.36,0.45,0.32,0.64,0.36,0.4,0.61,0.47,0.24,0.31,0.42,0.21,0.5,0.05,0.54,0.5,0.02,0.83,0.45,0.04,0.21,0.26,0.25,0.24,0.27,0.32,0.35,0.33,0.58,0.54,0.44,0.01,0.124677836,0.06,0.74,0.56,0.75,0.73,0.077022453,-0.018978904,0.032361623,0.21562014,0.158514344,0.693846972,0.704321876,0.426329005,0.189801574,-0.365343083,0.571278186,0.175503226,0.34098662,0.359278397,0.07,0.04,0.104117638,0.015959919,0.601272645,0.764216158,0.794224305,0.398044582,0.69
2,0.03,0.54,0.08,0.43,0.04,0.94,0.5,0.68,0.41,0.53,0.5,0.23,0.47,0.49,0.42,0.4,0.46,0.3,0.01,0.11,0.26,0.29,0.36,0.35,0.61,0.42,0.37,0.42,0.42,0.28,0.49,0.1,0.58,0.65,0.34,0.75,0.08,0.4,0.5,0.02,0.88,0.69,0.17,0.09,0.42,0.39,0.36,0.45,0.54,0.62,0.55,0.4,0.51,0.43,0.082988268,-0.078754803,0.33,0.8,0.78,0.73,0.86,0.377291017,0.012376082,0.481949397,0.00104104,0.109020484,0.463343605,0.668600723,0.067434254,0.284003795,0.291278188,0.006947217,0.065342611,0.59046237,0.633701656,0.14,0.33,0.467733468,-0.143362154,0.343674423,0.046977445,0.689282416,0.429195051,0.11
2,0.04,0.27,0.09,0.68,0.06,1,0.18,0.26,0.25,0.46,0.7,0.5,0.61,0.24,0.3,0.29,0.23,0.52,0.06,0.48,0.58,0.56,0.32,0.4,0.25,0.68,0.35,0.45,0.41,0.56,0.22,0.14,0.28,0.3,0.27,0.56,0.05,0.5,0.5,0.06,0.74,0.55,0.14,0.12,0.08,0.09,0.12,0.08,0.13,0.16,0.13,0.33,0.18,0.32,0.02,0.23812536,0.04,0.59,0.61,0.7,0.67,0.28514643,0.040903401,0.266671339,0.436803345,0.108676797,0.761765613,0.784851929,0.317187981,0.134698399,0.142792951,0.418051217,-0.00065124,0.432912924,0.177314353,0.09,-0.190677961,0.174930565,0.027170391,0.989094931,1.004695719,0.295875903,0.119319013,0.24
2,0.095447873,0.19,0.18,0.56,0.02,1,0.25,0.57,0.12,0.45,0.48,0.09,0.27,0.3,0.39,0.42,0.17,0.32,0.01,0.33,0.19,0.33,0.24,0.22,0.62,0.15,0.37,0.27,0.36,0.94,0.52,0.26,0.18,0.19,0.22,0.48,0.22,0.77,0.56792526,0.03,0.62,0.48,0.14,0.11,0.21,0.2,0.2,0.42,0.37,0.38,0.39,0.67,0.46,0.37,0.01,0.57476976,0.42,0.14,0.43,0.63,0.45,0.450723473,-0.144454838,0.501783686,0.154982019,-0.010073878,0.769621743,1.062205365,0.226747095,-0.194356076,-0.141912744,0.532140509,0.162573043,0.453301981,-0.025405639,0.51,0.14,-0.080930483,0.049690709,1.064923451,0.265714576,0.32952801,-0.004214587,0.35
2,0.04,0.46,0.44,0.45,0.127739102,0.90131323,0.19,0.51,0.09,0.36,0.59,0.33,0.47,0.21,0.19,0.22,0.18,0.32,0.05,0.43,0.33,0.54,0.13,0.51,0.37,0.77,0.29,0.74,0.23,0.82,0.5,0.52,0.41,0.45,0.38,0.53,0.14,0.56,0.528258873,0.07,0.58,0.51,0.59,0.19,0.06,0.05,0.05,0.16,0.18,0.2,0.21,0.47,0.25,0.6,0.148418297,0.111352094,0.05,0.69,0.64,0.82,0.8,0.205311558,-0.034153341,0.211914476,0.451279155,0.088958241,0.711338016,0.418192767,0.072331688,0.161234172,0.216994414,0.065195329,0.075772303,0.811781951,-0.07679959,0.14,0.1,0.020699628,0.0988524,0.740138612,0.748973051,0.993360625,-0.14291949,0.27
2,-0.015052015,0.67,0.02,0.3,0.01,0.64,0.51,0.73,0.19,0.38,0.41,0.24,0.38,0.49,0.34,0.32,0.42,0.23,0.289896512,0.09,0.11,0.27,0.25,0.46,0.67,0.42,0.36,0.42,0.33,0.27,0.43,0.1,0.71,0.77,0.35,0.86,0.06,0.29,0.5,0.271567526,0.91,0.81,0.21,0.36,0.4,0.38,0.35,0.38,0.47,0.56,0.49,0.4,0.64,0.74,0.2052607,-0.014884165,0.09,0.91,0.72,0.85,0.9,0.352433046,0.231789674,0.224889462,0.20275152,0.351959651,0.288599908,0.455200746,0.375167913,0.114720743,0.105903925,0.10979323,0.140806222,0.852107707,0.318205309,0.05,0.08,0.179317932,0.030970802,0.843526654,0.009706919,0.568073289,0.223005745,0.13
2,0.06,0.64,0.34,0.23,0.08,1,0.44,0.67,0.2,0.33,0.33,0.58,0.42,0.41,0.29,0.34,0.27,0.37,0.05,0.28,0.36,0.4,0.22,0.44,0.56,0.3,0.27,0.4,0.28,0.55,0.45,0.41,0.69,0.7,0.66,0.53,0.51,0.47,0.5,0.06,0.75,0.53,0.52,0.33,0.33,0.34,0.31,0.47,0.54,0.6,0.53,0.53,0.75,0.39,0.08,0.08,0.56,0.52,0.42,0.58,0.68,0.302527208,0.239014188,0.263950729,0.25599756,0.138474187,0.851330515,0.978773682,0.899737691,0.340065455,-0.192877213,0.318099644,0.065406538,0.495821156,0.291601261,0.37,0.25,-0.018450179,0.234271794,0.6315631,0.98347815,0.075325732,0.154294768,0.36
2,0.02,0.41,0.78,0.46,0.04,1,0.15,0.39,0.13,0.18,0.57,0.51,0.51,0.16,0.16,0.24,0.15,0.38,0.05,0.59,0.64,0.72,0.15,0.58,0.35,0.63,0.37,0.67,0.24,0.7,0.39,0.62,0.43,0.43,0.46,0.44,0.22,0.55,0.660899555,0.06,0.59,0.45,0.18,0.28,0.06,0.06,0.07,0.628302511,0.09,0.14,0.12,0.5,0.24,0.36,-0.094498386,0.024884213,0.02,0.52,0.64,0.74,0.65,0.158261189,-0.131737743,-0.118718724,0.1358147,0.177648474,0.652468375,1.021711945,0.453530943,0.554480602,0.593637614,-0.116396597,0.024495785,0.665400804,0.236362944,0.1,0.05,-0.027828316,-0.019536291,0.417843195,-0.375304826,0.783874482,0.151979891,0.34
2,0.06,0.39,0.15,0.68,0.08,1,0.5,0.48,0.17,0.67,0.73,0.15,0.84,0.53,0.46,0.46,0.35,0.47,0.02,0.08,0.31,0.38,0.33,0.28,0.51,0.58,0.38,0.32,0.46,0.34,0.4,0.18,0.42,0.43,0.35,0.79,0.07,0.43,0.5,0.04,0.85,0.78,0.44,0.16,0.48,0.45,0.42,0.43,0.53,0.66,0.6,0.51,0.53,0.68,0.050906357,0.01,0.18,0.71,0.84,0.91,0.87,0.24,0.01,0.13,0.22,0.18,0.62,0.63,0.06,0.09,0,0.07,0.02,0.5,0.38,0.23,0.11,0.01,0.01,0.93,0,0.51,0.13,0.08
2,0.01,0.55,0.01,0.31,-0.096457213,0.836047427,0.38,0.64,0.32,0.48,0.47,0.29,0.49,0.36,0.27,0.25,0.43,0.26,0.01,0.17,0.43,0.54,0.1,0.51,0.56,0.76,0.27,0.72,0.2,0.42,0.39,0.15,0.59,0.65,0.45,0.65,0.1,0.38,0.5,0.02,0.75,0.62,0.2,0.12,0.3,0.27,0.25,0.33,0.37,0.4,0.4,0.4,0.66,0.46,-0.003213878,0.229174933,0.09,0.68,0.66,0.71,0.79,0.54666806,0.023434778,0.045657797,0.274444847,0.251654769,0.824807817,0.602092995,0.337986634,0.129536298,-0.04223268,0.710077175,0.116282464,0.622826069,0.846650986,0.03,0.03,0.37324362,0.074801622,1.018207902,0.571523635,0.516980696,0.467650228,0.05
2,0.06,0.39,0.187975712,0.35,0.08,1,0.27,0.65,1,0.57,0.39,0.22,0.32,0.32,0.28,0.27,0.17,0.22,0.04,0.25,0.37,0.27,0.42,0.24,0.66,0.07,0.57,0.22,0.51,0.34,0.39,0.11,0.39,0.55,0.18,0.62,0.06,0.5,0.5,0.04,0.88,0.52,0.02,0.16,0.14,0.12,0.12,0.22,0.24,0.25,0.19,0.31,0.41,0.26,0.03,-0.202949704,0.03,0.83,0.53,0.64,0.81,0.424468432,0.146694313,0.450628498,0.495279922,0.067671104,0.488090293,1.25994536,0.767106775,-0.014358769,0.307501155,0.45479008,-0.081568776,0.669579265,0.09020272,0.17,0.01,0.440690397,0.210995995,0.475202103,0.152873135,0.721009318,0.446199702,0.03
2,0.01,0.33,0.03,0.51,-0.095906078,0.964304906,0.11,0.43,1,0.43,0.53,0.22,0.5,0.24,0.19,0.19,0.15,0.22,0.02,0.59,0.3,0.4,0.44,0.46,0.37,0.3,0.61,0.44,0.41,0.35,0.72,0.08,0.24,0.29,0.24,0.43,0.15,0.62,0.564715788,0.04,0.45,0.42,0.09,0.4,0.06,0.07,0.07,0.16,0.18,0.19,0.17,0.72,0.37,0.54,0.007971897,-0.015177496,0.07,0.85,0.28,0.3,0.88,0.483272086,0.308470772,0.528480056,0.260359264,0.152531279,0.543321,0.894799277,0.234268108,0.07884164,-0.087958767,0.348104958,0.037572653,0.812653874,0.450486409,0.14,-0.304998231,0.341939413,0.087749634,0.569803045,0.255373347,1.238276542,0.123081223,0.03
2,0.01,0.22,0.02,1,0.01,0.61,0.27,0.16,0.27,0.58,0.91,0.39,1,0.29,0.35,0.34,0.31,0.39,0.01,0.27,0.07,0.18,0.4,0.57,0.2,0.09,0.37,0.23,0.39,0.42,0.24,0.19,0.24,0.21,0.32,0.65,0.04,0.47,0.5,0.44,0.755132144,0.67,0.05,0.16783415,0.42,0.41,0.44,0.37,0.51,0.58,0.54,0.63,0.61,0.44,0.16787076,0.29158547,0.11,0.69,0.57,0.71,0.76,0.11592386,0.027957132,0.266663602,0.606327017,-0.208209094,0.447706604,0.874400806,0.358046937,0.117610809,-0.125113528,-0.121839715,0.266670735,0.60264992,0.102397285,0.06,0.07,0.136977808,0.032176491,0.587762284,1.121453644,0.636196396,0.084419296,0.12
2,0.01,0.4,0.01,0.8,0.02,1,0.24,0.35,0.18,0.55,0.82,0.26,0.65,0.27,0.27,0.26,0.21,0.44,0.01,0.28,0.33,0.45,0.29,0.22,0.38,0.37,0.6,0.45,0.45,0.28,0.46,0.06,0.36,0.45,0.2,0.65,0.03,0.41,0.5,0.01,0.82,0.58,0.22,0.17,0.14,0.14,0.15,0.16,0.19,0.22,0.19,0.17,0.27,0.61,0.07403272,0.629108645,0.04,0.97,0.9,0.92,0.9,0.378564776,0.225276458,0.40635033,0.437247024,0.145018894,0.584496243,0.71760867,0.095196411,-0.329672127,-0.047350525,0.146425137,0.118760606,0.67012814,0.175617009,0.15,0.11,0.039698825,0.051704074,0.622172858,0.395457075,0.534223695,0.537653518,0.06
2,0.03,0.21,0.02,0.52,0.05,1,0.23,0.55,0.14,0.46,0.47,0.26,0.48,0.24,0.29,0.28,0.29,0.33,0.03,0.28,0.19,0.33,0.3,0.28,0.58,0.3,0.36,0.37,0.34,0.84,0.44,0.18,0.23,0.29,0.21,0.43,0.11,0.68,0.539534152,0.09,0.54,0.4,0.07,0.2,0.16,0.14,0.13,0.27,0.3,0.35,0.29,0.46,0.54,0.35,0.287341733,0.106858961,0.11,0.46,0.42,0.46,0.66,0.350543915,0.249806563,0.084939505,0.338507416,0.159756596,0.594237808,0.602424662,-0.08323555,0.324960597,0.328397683,0.135946367,0.15396966,0.690098191,0.605788167,0.38,0.25,0.151587637,-0.001150207,0.495982319,0.388987419,0.61476966,0.145374006,0.32
2,0.01,0.56,0.11,0.51,0.03,1,0.47,0.56,0.11,0.48,0.6,0.25,0.69,0.45,0.34,0.36,0.22,0.37,0.01,0.21,0.45,0.53,0.13,0.41,0.47,0.53,0.15,0.62,0.24,0.3,0.48,0.32,0.61,0.62,0.56,0.66,0.2,0.43,0.5,0.01,0.9,0.66,0.47,0.23,0.4,0.37,0.32,0.34,0.5,0.55,0.49,0.42,0.58,0.67,-0.085298046,0.329249935,0.39,0.69,0.78,0.72,0.8,0.363356587,0.076704029,0.302757133,0.437170627,0.30120951,0.348317804,1.089902625,-0.125363039,0.364343922,-0.01093807,0.297289186,0.208097663,0.299688635,0.00582803,0.36,0.22,-0.175730521,0.116173977,1.108565715,0.903077154,0.15840183,0.283970587,0.19
2,0.01,0.45,0.61,0.48,0.02,1,0.27,0.49,0.18,0.35,0.56,0.34,0.56,0.27,0.25,0.3,0.23,0.36,0.02,0.4,0.33,0.46,0.18,0.66,0.38,0.37,0.53,0.41,0.33,0.65,0.25,0.23,0.5,0.43,0.61,0.65,0.21,0.48,0.5,0.03,0.53,0.69,0.51,0.47,0.07,0.06,0.06,0.21,0.23,0.24,0.26,0.47,0.26,0.42,0.353629403,0.314502621,0.08,0.77,0.68,0.86,0.86,0.321335688,0.012032736,0.071357166,0.261580939,0.373963717,0.54703925,0.743265915,0.285213304,0.265505226,0.192398598,0.322698725,-0.021515418,0.661491846,-0.180507608,0.08,0.614594451,-0.258111497,0.177182201,0.904516972,0.587617212,0.247680414,-0.034276489,0.14
2,0.03,0.35,0.38,0.5,0.05,1,0.31,0.52,0.24,0.42,0.53,0.43,0.37,0.31,0.38,0.44,0.25,0.25,0.04,0.38,0.37,0.49,0.31,0.56,0.48,0.21,0.48,0.36,0.42,0.57,0.6,0.52,0.37,0.47,0.34,0.32,0.25,0.72,0.526374918,0.11,0.34,0.3,0.2,0.29,0.36,0.37,0.38,0.49,0.51,0.56,0.51,0.6,0.82,1,0.083138795,0.073931769,0.31,0.57,0.59,0.77,0.7,0.399175615,0.215006024,0.125601198,0.498592281,0.338138742,0.729385134,0.44778775,0.11493849,-0.131300914,-0.064034794,0.38158991,-0.122665182,0.804289028,0.220223025,0.46,0.34,0.147730809,0.108674686,0.68012536,-0.168443931,0.398791002,0.328422882,0.51
2,0.17394713,0.69,0.409645998,0.26,-0.221275125,0.17,0.86,0.75,0.31,0.81,0.27,0.244017552,0.42,0.8,0.71,0.69,0.57,0.87,0.013299448,0.04,0.16,0.15,0.7,0.2,0.7,0.35,0.48,0.1,0.77,0.16,0.29,0.01,0.72,0.71,0.38,0.97,0.01,0.09,0.5,0.01,0.87,0.96,0.179012709,0.341051715,0.49,0.52,0.54,0.52,0.77,0.91,0.81,0.48,0.57,0.33,0.045084294,-0.113102226,0.12,0.46,0.69,0.72,0.58,0.436431514,0.125571705,0.253443343,0.277429576,0.212388406,0.931895266,0.844633464,0.268725496,0.197827355,-0.068516423,0.549621015,0.12250169,0.600503596,0.567663205,0.03,0.02,0.067035087,0.136339372,0.454623143,1.183443708,0.940311164,0.282009946,0.01
2,0.02,0.43,0.39,0.51,-0.132790016,0.988690952,0.22,0.46,0.65,0.41,0.55,0.35,0.41,0.25,0.24,0.29,0.17,0.3,0.03,0.44,0.4,0.54,0.29,0.39,0.45,0.79,0.31,0.57,0.39,0.58,0.29,0.22,0.45,0.44,0.47,0.47,0.23,0.54,0.5,0.07,0.4,0.48,0.4,0.55,0.05,0.07,0.09,0.24,0.24,0.26,0.26,0.43,0.26,0.61,0.160157934,0.237902202,0.09,0.78,0.52,0.67,0.76,0.127353182,0.006680999,0.148908772,0.397316626,0.311630995,0.755410695,0.64357288,0.299734398,0.035223794,0.198263538,0.341753659,0.138427099,0.323084023,0.45885418,0.08,0.02,-0.12990231,0.068952446,0.760659168,0.300356912,0.306105921,0.414527333,0.59
2,0.01,0.52,-0.181949141,0.46,0.01,0.39,0.42,0.53,0.79,0.58,0.58,0.31,0.49,0.42,0.36,0.34,0.18105494,0.16,0.177993878,0.1,0.53,0.54,0.29,0.48,0.53,0.46,0.32,0.44,0.42,0.35,0.38,0.08,0.57,0.61,0.31,0.84,0.07,0.34,0.5,0.05,0.32,0.79,0.3,0.37,0.36,0.37,0.39,0.35,0.41,0.45,0.4,0.3,0.38,0.67,-0.010143842,0.134378236,0.16,0.86,0.94,0.96,0.9,0.188819811,0.226263654,0.478990035,0.135685638,0.112534636,0.517853343,0.674555228,0.294483185,0.465612433,0.052804872,0.711956629,0.148879031,0.391215583,0.240009763,0.02,0.03,0.190167216,-0.028741406,0.845633528,0.22270702,0.596093937,0.350288088,0.09
2,0.02,0.35,0.02,0.76,0.144104311,1.020468848,0.25,0.36,0.14,0.48,0.79,0.29,0.84,0.26,0.26,0.25,0.24,0.39,0.02,0.22,0.35,0.61,0.13,0.5,0.31,0.12,0.39,0.38,0.25,0.38,0.24,0.19,0.38,0.33,0.52,0.78,0.09,0.51,0.5,0.23,0.935653715,0.81,0.02,-0.107282793,0.18,0.17,0.17,0.42,0.42,0.44,0.47,0.84,0.58,0.92,0.019179931,0.222257267,0.05,0.4,0.64,0.66,0.59,0.634331127,0.214115974,0.419071766,0.132456818,0.107674517,0.900419168,0.845337372,0.097579833,-0.149747516,0.297389142,0.066146198,0.165424557,0.080671647,0.818115074,0.06,0.09,0.210870654,-0.051787569,0.865363117,0.739511223,0.408532296,0.253731121,0.1
2,-0.018307193,0.79,0.3,0.36,0.02,1,0.23,0.5,0.26,0.66,0.47,0.27,0.6,0.34,0.23,0.25,0.22,0.47,0.01,0.51,0.24,0.26,0.7,0.28,0.18,0.05,1,0.14,0.66,0.21,1,0.53,0.18,0.2,0.24,0.17,0.07,0.69,0.529818755,0.02,0.48,0.2,0.05,0.26,0.25,0.28,0.39,0.38,0.37,0.41,0.37,0.6,0.39,0.28,-0.034338392,0.131258866,0.14,0.32,0.07,0.844448843,0.15,0.038656077,0.355912744,-0.012646582,0.335214554,-0.021863663,0.791374178,0.698103188,0.068512645,0.074168785,0.198742467,0.378684287,0.2775927,0.621949637,0.014591473,0.11,0.06,0.484956031,0.208534041,0.707961472,0.795540247,0.211999642,0.065076918,0.09
2,0.01,0.62,0.01,0.36,0.02,0.89,0.53,0.67,0.19,0.8,0.42,0.03,0.56,0.54,0.43,0.42,0.24,0.22,0.006878354,0.03,0.15,0.16,0.53,0.16,0.59,0.15,0.67,0.23,0.59,0.21,0.5,0.03,0.41,0.47,0.21,0.78,0.01,0.34,0.5,0.177225946,0.95,0.73,0.47128948,0.1,0.23,0.21,0.2,0.31,0.38,0.41,0.38,0.23,0.34,0.17,0.403947232,-0.025577773,0.09,0.67,0.47,0.4,0.46,0.100131253,-0.110981135,0.050580631,0.268233174,-0.07423266,1.004846627,0.639198539,0.214112017,0.180588376,0.056397165,0.134973423,-0.003109997,0.70516483,0.25610997,0.08,0.03,0.275657143,0.00223393,0.528765615,0.196189231,0.306158624,0.159011296,0.03
2,0.15,0.34,0.1,0.55,0.17,1,0.24,0.42,0.12,0.49,0.61,0.41,0.62,0.27,0.26,0.28,0.22,0.21,0.12,0.33,0.4,0.53,0.23,0.38,0.44,0.51,0.41,0.55,0.3,0.56,0.52,0.49,0.32,0.4,0.26,0.51,0.14,0.51,0.5,0.15,0.76,0.47,0.26,0.32,0.15,0.15,0.15,0.27,0.31,0.33,0.3,0.53,0.49,0.47,0.06,0.03,0.17,0.76,0.59,0.7,0.68,0.21,0.04,0.17,0.34,0.16,0.98,0.76,0.15,0.24,0,0.27,0.05,0.36,0.2,0.5,0.19,0.04,0.02,0.86,0,0.72,0.08,0.28
2,0.02,0.35,0.08,0.6,0.04,0.93,0.26,0.37,0.03,0.52,0.68,0.27,0.72,0.29,0.34,0.31,0.32,0.42,0.02,0.27,0.25,0.4,0.27,0.45,0.33,0.47,0.55,0.45,0.4,0.39,0.33,0.09,0.39,0.46,0.23,0.71,0.05,0.4,0.5,0.02,0.82,0.66,0.11,0.21,0.09,0.09,0.11,0.2,0.2,0.2,0.21,0.35,0.21,0.47,0.350841228,0.097483626,0.11,0.79,0.84,0.81,0.88,0.197802361,-0.337902635,-0.013382641,0.054535811,0.330616384,1.067675535,0.933231154,-0.024326318,0.211224861,0.302651158,0.137362249,0.182873667,0.700521567,-0.017854383,0.09,0.05,0.617787696,-0.104625903,0.895647641,0.794398565,0.87685342,-0.046859095,0.1
2,0.04,0.48,0.06,0.41,0.06,1,0.57,0.66,0.17,0.57,0.46,0.13,0.62,0.57,0.45,0.44,0.46,0.6,0.01,0.07,0.3,0.37,0.26,0.21,0.63,0.45,0.25,0.45,0.37,0.27,0.42,0.13,0.53,0.6,0.33,0.72,0.05,0.48,0.5,0.03,0.84,0.66,0.2,0.172761166,0.42,0.39,0.37,0.6,0.56,0.59,0.58,0.28,0.52,0.57,-0.003000376,-0.054169696,0.23,0.68,0.74,0.7,0.71,0.295053062,0.103883833,0.074645369,0.263863877,0.23097368,0.758981376,0.864225053,0.299558143,0.361793145,-0.031476047,0.561365731,0.00262376,0.754908983,-0.133838579,0.18,0.5,0.463545895,0.230298216,0.403605951,0.317871755,0.825161678,0.033797158,0.12
2,0.67,0.46,0.27,0.33,0.68,1,0.33,0.55,0.17,0.38,0.35,0.55,0.39,0.33,0.36,0.5,0.27,0.28,0.64,0.44,0.39,0.42,0.37,0.41,0.53,0.46,0.39,0.38,0.45,0.62,0.69,0.6,0.46,0.4,0.54,0.2,0.76,0.85,0.55299374,0.61,0.74,0.26,0.26,0.42,0.55,0.59,0.62,0.51,0.52,0.63,0.51,0.7,0.7,0.18,0.23,0.15,0.72,0.37,0.35,0.63,0.55,0.17,0.31,0.27,0.65,0.13,0.46,0.72,0.13,0.27,0.26,0.29,0.1,0.5,0.72,0.72,0.35,0.2,0.28,0.84,0.5,0.43,0.26,0.67
2,0.01,0.72,0.02,0.27,0.02,0.9,1,0.86,0.56,0.8,0.36,0.09,0.46,0.95,0.85,0.84,0.43,0.6,-0.130223674,0.29773663,0.14,0.18,0.62,0.26,0.65,0.41,0.38,0.23,0.71,0.15,0.38,0.584717146,0.77,0.75,0.58,0.94,0.04,0.13,0.5,0.01,0.83,0.93,0.06,0.13,0.71,0.76,0.82,0.74,0.81,1,1,0.35,0.5,0.37,0.249928041,0.015776357,0.31,0.57,0.84,0.71,0.79,0.326490329,0.103751277,0.238000236,0.653598814,0.222615343,0.814313729,0.493726251,-0.012775334,-0.13279022,0.189417143,0.679662554,0.20486163,0.592170641,0.501049696,0.07,0.2,0.186148938,0.212520061,0.833992114,0.404511453,0.598084482,0.072675402,0.02
2,0.175620729,0.9,-0.038920431,0.35,0.030586041,1.016619123,0.36,0.56,0.37,0.33,0.49,0.6,0.43,0.33,0.19,0.2,0.517847746,0.28,0.01,0.34,0.88,0.77,0.12,0.41,0.5,0.3,0.19,0.67,0.17,0.33,0.44,0.18,0.94,0.79,1,0.47,1,0.57,0.46279419,-0.113860091,0.88,0.54,0.06,0.46,0.51,0.49,0.47,0.46,0.53,0.66,0.56,0.8,0.71,0.15,-0.066068913,-0.209799028,0.74,0.54,0.53,0.76,0.78,0.269058139,0.155943512,0.442108247,0.450733691,0.134694072,0.756064777,0.601408565,0.190732617,0.130180068,-0.044658225,0.361862822,0.202983705,0.698943026,0.406190443,0.38,0.02,0.447374906,0.081937535,0.368187761,0.852713513,0.545531535,0.120824122,0.29
2,0.06,0.26,0.04,0.52,0.07,1,0.16,0.39,0.17,0.39,0.52,0.53,0.52,0.19,0.25,0.25,0.19,0.26,0.07,0.45,0.25,0.33,0.23,0.49,0.36,0.43,0.32,0.58,0.32,0.95,0.44,0.3,0.24,0.27,0.28,0.28,0.16,0.71,0.501682041,0.05,0.85,0.29,0.16,0.24,0.11,0.1,0.11,0.26,0.26,0.25,0.25,0.54,0.25,0.22,0.11,0.05,0.14,0.28,0.35,0.54,0.4,0.442890526,-0.018611953,0.257917302,0.256511925,0.163810143,0.79675761,0.704969919,0.188380192,-0.152563404,0.339625418,0.354290155,0.107648624,0.427698325,0.136986522,0.27,0.24,0.388061766,0.203712499,0.803611438,0.422134781,0.616530853,0.038890739,0.36
2,0.02,0.52,0.09,0.32,0.028569493,0.921046476,0.29,0.63,0.22,0.48,0.42,0.28,0.43,0.31,0.24,0.23,0.25,0.31,0.02,0.25,0.22,0.34,0.32,0.23,0.53,0.55,0.53,0.55,0.36,0.54,0.51,0.17,0.41,0.49,0.35,0.48,0.07,0.51,0.5,0.03,0.73,0.45,0.07,0.14,0.13,0.12,0.13,0.24,0.26,0.27,0.29,0.35,0.27,0.31,-0.184882035,0.569747688,0.05,0.75,0.39,0.51,0.66,0.442492989,-0.109140008,0.163450172,0.567648181,0.150191727,0.625435133,0.53533721,0.181493547,0.403020456,0.318290457,0.212025607,0.111800189,0.391370591,0.38649647,0.16,0.02,-0.059669821,-0.014763741,0.818249426,0.819348948,0.47947199,0.206844111,0.11
2,0.324571616,0.35,0.09,0.52,-0.012547349,1.06547103,0.15,0.4,0.41,0.23,0.61,0.35,0.35,0.18,0.2,0.19,0.16,0.13,0.01,0.37,0.62,0.72,0.16,0.19,0.47,1,0.15,1,0.22,0.58,0.18,0.13,0.37,0.37,0.37,0.64,0.09,0.45,0.5,0.02,0.64,0.64,0.07,0.39,0.06,0.06,0.08,0.03,0.08,0.1,0.12,0.34,0.3,0.44,0.006080986,-0.028232438,0.01,0.78,0.62,0.83,0.77,0.31275287,0.157827501,0.27334525,0.12261782,0.375737952,0.685416774,0.276775097,0.344723726,0.44530632,0.023589088,0.078726121,0.00048173,0.143477493,-0.076453986,0.02,0.01,-0.213279317,0.154256588,0.767149373,0.420873837,0.897391504,0.139189604,0.03
